Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age,Kilometers_Per_Year
4663,BMW 3 Series 320d Sedan,Bangalore,2008,78000,0,1,2,16.07,1995.0,88.8,5.0,7.2,15,5200.0
4664,Maruti Swift ZXI,Hyderabad,2011,53080,1,0,1,18.6,1197.0,85.8,5.0,4.4,12,4423.333333333333
4665,Volkswagen Vento Petrol Highline,Pune,2011,66000,1,0,2,15.04,1598.0,103.6,5.0,4.25,12,5500.0
4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,1,0,1,16.02,1373.0,93.7,7.0,5.35,11,2272.7272727272725
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,1,1,2,18.9,1197.0,88.8,5.0,6.3,7,5162.714285714285
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,0,0,1,19.67,1582.0,126.2,5.0,12.5,6,7333.333333333333
4669,Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,0,1,2,16.77,2967.0,241.38,5.0,7.5,15,3333.3333333333335
4670,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,0,0,1,16.0,1997.0,88.8,7.0,11.25,7,11596.714285714286
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,1,1,1,16.05,1499.0,110.4,5.0,7.65,7,3714.285714285714
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,0,0,1,24.4,1120.0,88.8,5.0,4.5,7,14285.714285714286
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,0,1,1,21.21,1498.0,103.2,5.0,7.5,9,8333.333333333334
4674,Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,1,1,1,13.0,2987.0,88.8,5.0,7.1,19,6308.368421052632
4675,Hyundai i10 Magna,Mumbai,2010,55980,1,0,1,20.36,1197.0,78.9,5.0,2.25,13,4306.153846153846
4676,Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,0,1,1,17.11,1968.0,174.33,5.0,27.0,8,3750.0
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,0,0,2,21.9,1396.0,88.76,5.0,4.18,11,4518.181818181818
4678,Hyundai Verna 1.4 EX,Chennai,2013,79000,0,0,1,23.5,1396.0,88.7,5.0,6.5,10,7900.0
4679,Honda City 1.5 V MT,Delhi,2010,65100,1,0,1,17.0,1497.0,88.8,5.0,3.15,13,5007.692307692308
4680,Maruti Ertiga VDI,Pune,2016,54161,0,0,1,25.47,1248.0,88.5,7.0,7.64,7,7737.285714285715
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,1,0,1,19.7,796.0,46.3,5.0,2.4,12,2384.9166666666665
4682,Maruti Wagon R AMT VXI,Mumbai,2016,9000,1,1,1,20.51,998.0,88.8,5.0,4.25,7,1285.7142857142858
4683,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,0,1,1,19.08,1582.0,126.2,5.0,9.31,7,6125.142857142857
4684,Maruti Alto LXi BSIII,Bangalore,2011,64000,1,0,1,19.7,796.0,46.3,5.0,2.39,12,5333.333333333333
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,1,0,2,16.09,1598.0,103.5,5.0,7.64,5,4097.6
4686,Maruti Baleno Zeta 1.2,Delhi,2016,21000,1,0,1,21.4,1197.0,83.1,5.0,6.21,7,3000.0
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,0,1,1,0.0,2179.0,88.8,5.0,16.5,11,10836.636363636364
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,1,1,1,13.7,1997.0,153.86,5.0,8.22,12,4665.583333333333
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,0,0,1,14.24,2755.0,174.5,7.0,28.85,6,12111.333333333334
4690,Honda City V AT,Mumbai,2015,32000,1,1,1,15.6,1497.0,116.3,5.0,8.5,8,4000.0
4691,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,1,1,2,12.0,5461.0,88.8,2.0,90.0,9,333.3333333333333
4692,Honda City i-VTEC S,Mumbai,2015,10400,1,0,1,17.4,1497.0,117.3,5.0,6.51,8,1300.0
4693,Maruti Swift VDI,Mumbai,2013,35000,0,0,1,22.9,1248.0,88.8,5.0,4.65,10,3500.0
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,1,1,1,14.53,1794.0,138.1,5.0,8.4,10,5510.1
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,0,0,1,23.59,1364.0,67.06,5.0,5.75,9,6384.888888888889
4696,Maruti Wagon R LX,Jaipur,2006,110000,1,0,1,18.9,998.0,67.1,5.0,1.11,17,6470.588235294118
4697,Fiat Punto 1.2 Dynamic,Kochi,2017,17941,1,0,1,15.7,1497.0,88.8,5.0,3.93,6,2990.1666666666665
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,1,1,1,12.0,1991.0,88.8,5.0,17.25,9,8000.0
4699,Jaguar XF Aero Sport Edition,Delhi,2012,16000,0,1,1,16.36,2179.0,187.7,5.0,32.0,11,1454.5454545454545
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,1,0,1,17.0,1197.0,88.8,5.0,3.45,12,5168.333333333333
4701,Land Rover Freelander 2 SE,Pune,2014,85000,0,1,2,12.39,2179.0,147.51,5.0,23.0,9,9444.444444444445
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,1,0,1,18.6,1197.0,81.86,5.0,7.32,5,2844.6
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,1,0,1,18.0,1198.0,86.7,5.0,4.4,9,4578.888888888889
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,0,1,1,0.0,2987.0,88.8,5.0,47.35,8,2500.0
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,1,0,1,22.74,796.0,47.3,5.0,4.12,7,2577.5714285714284
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,0,1,1,11.36,2755.0,171.5,7.0,19.5,7,11428.57142857143
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,1,1,1,18.9,1197.0,88.8,5.0,6.2,7,3000.0
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,0,1,1,16.55,2993.0,88.8,5.0,45.0,7,7000.0
4710,Hyundai i20 Magna,Chennai,2010,95000,1,0,2,18.5,1197.0,88.8,5.0,2.8,13,7307.692307692308
4711,Hyundai Grand i10 AT Asta,Pune,2015,32000,1,1,1,18.9,1197.0,88.8,5.0,4.8,8,4000.0
4712,Hyundai Santro Xing XG,Pune,2003,80000,1,0,2,17.0,1497.0,88.8,5.0,0.9,20,4000.0
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,0,0,1,25.01,1498.0,89.75,5.0,5.65,9,13644.444444444445
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,0,0,1,26.59,1248.0,88.8,5.0,5.9,8,8625.0
4716,Toyota Etios VXD,Pune,2015,65000,0,0,2,23.59,1364.0,67.04,5.0,5.0,8,8125.0
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,1,0,1,19.1,1197.0,88.8,5.0,4.9,8,2875.0
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,1,0,1,13.5,1799.0,88.8,5.0,4.25,14,5000.0
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,0,0,1,12.99,2494.0,100.6,8.0,10.9,9,27777.777777777777
4720,Hyundai Accent GLE,Delhi,2012,56000,1,0,1,13.2,1495.0,88.8,5.0,2.45,11,5090.909090909091
4721,Maruti Alto 800 LXI,Pune,2013,30000,1,0,1,22.74,796.0,47.3,5.0,2.5,10,3000.0
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,1,1,1,8.1,5461.0,387.3,2.0,29.5,13,2692.3076923076924
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,0,0,2,22.7,1498.0,89.84,5.0,5.75,10,9225.0
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,1,0,1,20.14,1197.0,81.86,5.0,5.0,5,8000.0
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,1,1,1,14.3,1598.0,103.6,5.0,4.62,9,10760.888888888889
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,0,1,1,15.73,1968.0,174.33,5.0,23.5,7,6000.0
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,0,0,1,16.0,2179.0,88.8,7.0,7.25,10,5588.6
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,1,0,1,17.0,1591.0,121.3,5.0,11.88,4,3084.0
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,1,0,3,13.9,1599.0,103.2,5.0,2.25,14,4285.714285714285
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,1,0,2,14.2,1597.0,88.8,5.0,0.85,20,4150.0
4731,Nissan Micra Active XV,Pune,2018,24000,1,0,1,19.69,1198.0,67.04,5.0,4.0,5,4800.0
4732,Honda Brio VX AT,Pune,2016,32198,1,1,1,16.5,1198.0,86.8,5.0,5.1,7,4599.714285714285
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,0,0,1,12.99,2494.0,100.6,7.0,12.5,9,10249.666666666666
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,0,0,1,20.64,1498.0,108.5,5.0,2.9,12,10109.25
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,0,0,1,16.0,2179.0,88.8,7.0,15.96,7,9470.857142857143
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,1,1,1,16.9,1197.0,88.8,5.0,5.45,8,5125.0
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,0,0,1,13.5,2198.0,157.7,7.0,23.86,6,6446.833333333333
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,1,0,1,18.0,995.0,88.8,5.0,1.75,15,2917.4
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,0,0,1,24.52,1248.0,88.5,7.0,9.75,6,2900.0
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,0,0,1,25.8,1498.0,98.6,5.0,4.75,10,6151.0
4741,Honda City i VTEC S,Delhi,2014,60000,1,0,1,17.4,1497.0,117.3,5.0,6.25,9,6666.666666666667
4742,Mini Cooper Countryman D,Bangalore,2014,35165,0,1,2,23.8,1998.0,88.8,5.0,22.0,9,3907.222222222222
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,1,1,1,14.53,1794.0,138.1,5.0,14.14,7,5945.285714285715
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,1,1,1,13.7,1798.0,157.75,5.0,11.95,9,7222.222222222223
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,1,0,1,18.9,998.0,67.1,5.0,2.5,12,5666.666666666667
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,1,0,1,19.81,1086.0,68.05,5.0,2.75,10,4900.0
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,1,0,1,23.84,1199.0,88.8,5.0,5.85,4,4174.5
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,1,0,1,21.4,1197.0,83.1,5.0,6.25,7,4423.571428571428
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,1,0,1,15.04,1598.0,103.2,5.0,4.95,9,6228.666666666667
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,1,0,1,18.9,1197.0,81.86,5.0,4.75,6,2559.3333333333335
4752,Ford Figo Diesel EXI,Delhi,2013,54000,0,0,1,20.0,1399.0,68.05,5.0,2.55,10,5400.0
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,1,1,2,13.9,1799.0,130.3,5.0,4.5,12,3916.6666666666665
4754,Maruti Alto 800 LXI,Kochi,2015,21652,1,0,1,22.74,796.0,47.3,5.0,3.01,8,2706.5
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,0,1,1,15.68,1999.0,88.8,5.0,42.0,7,7428.571428571428
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,0,1,1,12.4,2698.0,179.5,5.0,11.5,13,2693.076923076923
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,0,1,1,11.0,2987.0,198.5,5.0,10.99,17,4509.529411764706
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,1,1,1,17.0,1497.0,88.8,5.0,3.71,14,6357.142857142857
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,1,1,3,10.1,2354.0,88.8,5.0,2.0,17,4705.882352941177
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,0,0,1,28.09,1248.0,88.5,5.0,9.48,5,7804.6
4761,Maruti Wagon R LXI,Jaipur,2004,62000,1,0,2,18.9,998.0,67.1,5.0,1.25,19,3263.157894736842
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,0,0,1,19.67,1582.0,126.2,5.0,10.9,8,9755.75
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,0,0,1,28.09,1248.0,88.5,5.0,5.5,8,4300.0
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,1,0,1,21.1,814.0,55.2,5.0,3.71,7,9232.0
4765,Maruti Ertiga VXI,Mumbai,2014,69192,1,0,1,16.02,1373.0,93.7,7.0,6.25,9,7688.0
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,0,0,1,20.54,1598.0,103.6,5.0,4.9,11,5000.0
4767,Honda City 1.5 GXI,Mumbai,2005,81000,1,0,2,12.8,1493.0,88.8,5.0,1.1,18,4500.0
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,1,0,1,16.47,1198.0,73.9,5.0,4.72,7,5247.571428571428
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,0,1,1,17.9,2143.0,88.8,5.0,24.85,7,6146.0
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,0,0,1,14.66,2199.0,194.3,7.0,12.25,10,7400.0
4772,Maruti Swift VDI,Kolkata,2014,47000,0,0,1,22.9,1248.0,88.8,5.0,3.9,9,5222.222222222223
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,1,0,1,18.6,1197.0,81.86,5.0,6.28,6,6243.333333333333
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,0,0,1,14.0,2498.0,88.8,8.0,2.75,12,10833.333333333334
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,1,0,1,18.9,1197.0,88.8,5.0,7.85,6,5262.666666666667
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,1,0,1,15.04,1598.0,103.6,5.0,2.95,12,5500.0
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,1,1,2,11.7,2354.0,177.6,5.0,4.85,15,5266.666666666667
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,0,1,2,13.5,2925.0,281.61,5.0,30.0,12,3928.3333333333335
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,0,1,1,15.0,2143.0,107.3,5.0,19.9,7,5230.0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,0,0,1,20.5,1582.0,126.2,5.0,10.8,7,13285.714285714286
4781,Maruti Alto LXI,Hyderabad,2007,52195,1,0,1,19.7,796.0,46.3,5.0,1.75,16,3262.1875
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,0,1,1,20.38,1968.0,88.8,5.0,19.25,7,2857.5714285714284
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,0,0,1,19.87,1461.0,83.8,5.0,5.5,10,6631.4
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,0,0,1,17.8,1399.0,88.8,5.0,2.75,14,5428.571428571428
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,0,0,1,19.67,1582.0,126.2,5.0,13.0,8,3625.0
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,0,0,1,20.0,1399.0,88.8,5.0,3.2,12,2500.0
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,1,0,1,15.26,1598.0,103.5,5.0,5.84,10,5652.6
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,0,1,2,16.8,1969.0,88.8,5.0,24.0,8,4750.0
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,0,1,1,19.08,1582.0,126.32,5.0,6.25,11,3727.2727272727275
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,0,1,1,14.49,2993.0,88.8,5.0,36.0,14,3785.714285714286
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,0,0,3,14.8,1998.0,88.8,5.0,3.0,20,6250.0
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,0,0,1,11.5,2982.0,88.8,7.0,11.0,13,18615.384615384617
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,0,0,1,26.21,1248.0,88.5,5.0,6.5,8,11250.0
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,0,0,1,24.3,1248.0,88.5,5.0,9.4,5,2200.0
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,0,1,1,21.76,1995.0,88.8,5.0,37.92,5,4387.2
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,1,1,1,14.4,1598.0,103.6,5.0,5.25,10,4100.0
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,1,0,1,17.0,1197.0,88.8,5.0,4.5,12,3916.6666666666665
4798,BMW X5 3.0d,Chennai,2009,110000,0,1,1,11.0,2993.0,88.8,5.0,18.0,14,7857.142857142857
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,1,0,1,19.1,1197.0,88.8,5.0,5.56,8,5745.0
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,0,1,1,14.21,2143.0,88.8,5.0,22.0,10,4800.0
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,0,1,1,12.39,2179.0,147.51,5.0,22.0,12,5666.666666666667
4802,Hyundai i10 Magna,Mumbai,2011,41000,1,0,1,20.36,1197.0,78.9,5.0,2.65,12,3416.6666666666665
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,0,0,2,22.32,1582.0,126.32,5.0,5.85,10,6957.3
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,0,0,1,19.33,1968.0,138.1,5.0,6.95,11,10454.545454545454
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,0,0,1,15.1,2179.0,88.8,7.0,6.5,11,4329.909090909091
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,1,0,3,19.7,796.0,88.8,8.0,0.85,19,3506.5263157894738
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,1,1,2,14.67,1798.0,177.46,5.0,7.25,10,8000.0
4808,Maruti Swift VDI,Pune,2012,94868,0,0,1,22.9,1248.0,88.8,5.0,4.5,11,8624.363636363636
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,0,0,1,10.5,2179.0,88.8,8.0,4.25,13,5882.846153846154
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,1,1,1,13.7,1991.0,88.8,5.0,26.0,7,4000.0
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,0,0,1,16.55,2498.0,88.8,6.0,9.66,6,4766.5
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,0,0,2,19.01,1461.0,108.45,5.0,6.85,10,4534.8
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,0,1,1,12.8,1968.0,167.6,5.0,23.68,10,8012.7
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,0,1,2,12.39,2179.0,147.51,5.0,15.75,10,6800.0
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,0,0,3,20.54,1598.0,103.6,5.0,3.5,11,6818.181818181818
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,1,1,2,11.62,2979.0,88.8,5.0,6.99,17,2823.529411764706
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,0,0,1,22.7,1582.0,126.2,5.0,15.57,4,10467.75
4818,Tata Sumo EX,Coimbatore,2015,84931,0,0,1,15.3,2956.0,83.8,7.0,5.29,8,10616.375
4819,Datsun redi-GO T,Kolkata,2016,15000,1,0,1,22.7,799.0,53.64,5.0,2.25,7,2142.8571428571427
4820,BMW X5 xDrive 30d,Chennai,2009,110000,0,1,1,11.7,2993.0,88.8,5.0,20.0,14,7857.142857142857
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,1,1,1,7.94,4395.0,88.8,4.0,47.5,12,491.6666666666667
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,1,0,2,18.9,1061.0,88.8,5.0,1.22,21,4935.857142857143
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,1,0,1,16.47,1198.0,73.9,5.0,3.65,11,5891.454545454545
4824,Datsun GO Plus A,Pune,2016,35000,1,0,1,20.62,1198.0,88.8,7.0,3.1,7,5000.0
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,1,0,1,15.29,1591.0,121.3,5.0,11.5,7,5714.285714285715
4826,Maruti Alto K10 VXI,Kochi,2015,23876,1,0,1,24.07,998.0,67.1,5.0,3.46,8,2984.5
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,0,0,1,14.66,2199.0,194.3,7.0,8.38,10,6790.1
4828,Volkswagen Polo GT TDI,Pune,2014,68865,0,0,1,15.11,1598.0,103.6,5.0,4.8,9,7651.666666666667
4829,Honda Amaze S i-Dtech,Pune,2014,71000,0,0,2,25.8,1498.0,98.6,5.0,4.5,9,7888.888888888889
4831,Maruti Swift VDI,Kolkata,2014,25000,0,0,1,22.9,1248.0,88.8,5.0,3.95,9,2777.777777777778
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,0,0,1,20.5,1598.0,103.5,5.0,3.65,11,16363.636363636364
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,0,1,1,11.0,2987.0,198.5,5.0,10.0,18,7277.777777777777
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,0,0,2,12.05,2179.0,88.8,8.0,4.0,12,5416.666666666667
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,0,0,1,21.64,1461.0,84.8,5.0,4.75,11,10707.0
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,1,0,2,17.5,1298.0,85.8,5.0,3.1,14,4642.857142857143
4837,Hyundai EON Sportz,Kochi,2017,46897,1,0,1,21.1,814.0,55.2,5.0,3.61,6,7816.166666666667
4838,Honda Brio S MT,Coimbatore,2015,36695,1,0,1,19.4,1198.0,86.8,5.0,4.29,8,4586.875
4839,Nissan Micra XV Primo,Kolkata,2011,43000,1,0,1,18.06,1198.0,88.8,5.0,2.13,12,3583.3333333333335
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,1,0,1,19.7,796.0,46.3,5.0,1.1,15,3600.0
4841,BMW 3 Series 320d,Hyderabad,2011,89000,0,1,1,22.69,1995.0,88.8,5.0,13.95,12,7416.666666666667
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,1,0,1,16.47,1198.0,88.8,5.0,5.35,9,777.7777777777778
4843,Maruti Celerio LXI,Hyderabad,2014,58470,1,0,1,23.1,998.0,67.04,5.0,3.9,9,6496.666666666667
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,1,0,1,21.5,1197.0,81.8,5.0,2.8,9,4111.111111111111
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,0,0,1,26.21,1248.0,88.5,5.0,8.75,7,4142.857142857143
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,0,1,1,16.55,1968.0,147.51,5.0,19.5,10,5200.0
4847,Honda Brio S MT,Kolkata,2013,32807,1,0,1,19.4,1198.0,86.8,5.0,2.75,10,3280.7
4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,0,1,1,11.79,2179.0,88.8,8.0,8.0,10,8600.0
4849,Honda City i DTEC V,Delhi,2014,66500,0,0,1,26.0,1498.0,98.6,5.0,5.7,9,7388.888888888889
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,0,1,1,17.05,1995.0,88.8,5.0,12.5,11,8545.454545454546
4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,1,0,2,18.0,995.0,88.8,5.0,1.75,12,2416.6666666666665
4852,Ford Figo Diesel EXI,Chennai,2010,107389,0,0,2,20.0,1399.0,88.8,5.0,1.9,13,8260.692307692309
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,1,0,1,20.4,1197.0,81.8,5.0,4.5,8,4512.5
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,0,1,1,19.27,2143.0,88.8,5.0,30.3,8,2041.125
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,0,1,1,19.3,1968.0,88.8,5.0,16.0,9,4000.0
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,0,1,1,18.56,1995.0,88.8,5.0,32.78,6,6969.333333333333
4857,Hyundai EON Era Plus,Jaipur,2015,54680,1,0,1,21.1,814.0,55.2,5.0,2.5,8,6835.0
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,0,1,1,18.25,1968.0,187.74,5.0,43.0,6,2333.3333333333335
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,1,0,1,18.16,1196.0,86.8,5.0,5.38,6,3996.1666666666665
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,1,0,1,20.92,998.0,67.1,5.0,2.65,10,3013.1
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,1,0,1,24.7,796.0,47.3,5.0,3.3,6,421.6666666666667
4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,0,1,1,19.27,2143.0,167.62,5.0,34.0,8,4875.0
4863,Hyundai Santro D Lite,Chennai,2001,140000,1,0,3,20.3,1086.0,88.8,5.0,0.7,22,6363.636363636364
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,0,0,1,24.4,1120.0,88.8,5.0,6.83,6,5376.166666666667
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,0,0,1,25.8,1498.0,98.6,5.0,5.77,7,6711.857142857143
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,0,0,2,17.8,1248.0,88.8,5.0,3.1,15,7133.333333333333
4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,1,0,1,16.2,1199.0,88.8,5.0,4.95,6,3166.6666666666665
4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,0,1,1,17.11,1968.0,174.33,5.0,16.25,10,8800.0
4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,0,1,1,10.2,4367.0,88.8,7.0,52.54,11,7671.272727272727
4870,Mahindra XUV500 W8 2WD,Chennai,2011,128000,0,0,3,16.0,2179.0,88.8,7.0,6.4,12,10666.666666666666
